candidate_ticker,candidate_bucket,risk_bucket_match,input_aware_score,status,message,hedge_weight_pct,hedge_budget_pct,hedge_budget_krw,hedge_invested_krw,hedge_cash_left_krw,hedge_share_counts,combo_size,allocation_method,allocation_weights,allocation_objective_reason,base_vol_annual,proposed_vol_annual,base_mdd,proposed_mdd,base_cvar_95,proposed_cvar_95,base_annual_return_krw,proposed_annual_return_krw,base_sharpe_krw_proxy,proposed_sharpe_krw_proxy,base_stress_avg_ret_krw,proposed_stress_avg_ret_krw,base_corr_sp500_krw,proposed_corr_sp500_krw,base_beta_sp500_krw,proposed_beta_sp500_krw,base_downside_beta_sp500_krw,proposed_downside_beta_sp500_krw,base_corr_kospi200_krw,proposed_corr_kospi200_krw,vol_improve_pct,mdd_improve_pct,cvar_improve_pct,stress_improve,corr_improve,beta_improve,exposure_improve,sharpe_improve,sharpe_improve_pct,annual_return_improve,annual_return_improve_pct,downside_beta_improve,kospi_corr_improve,combo_min_adv_60,score_component_cvar,score_component_mdd,score_component_stress,score_component_exposure,score_component_sharpe,score_component_liquidity,score_component_scenario,score_component_concentration,recommendation_status,gate_fail_reasons,reference_reason,dq_warning_reasons,dq_blocking_reasons,dq_penalty,concentration_warning,recommendation_confidence_score,base_scenario_vulnerability,proposed_scenario_vulnerability,base_gate_vulnerability,proposed_gate_vulnerability,scenario_vulnerability_delta,gate_vulnerability_delta,scenario_score_component,scenario_vulnerability_reduction,adverse_scenario_penalty,factor_concentration_penalty,direct_vulnerability_match_score,portfolio_vulnerability_tags,candidate_vulnerability_tags,generic_safe_asset_flag,cash_like_flag,benchmark_role_default,max_grade_without_direct_match,recommended_role,candidate_role,candidate_role_reason_ko,scenario_reason_ko,final_score,recommendation_reason,weights_snapshot
EFA,equity_etf,metadata_direct_match,0.574313,FAIL,FAIL: beta/corr 감소 미달,9.296263,9.296263,230332.0,160585.038256,69746.961744,"{""EFA"": 1}",1,exact_single_asset,"{""EFA"": 9.29626252427244}",single candidate allocation,0.241037,0.225043,-0.46851,-0.445441,-0.03285,-0.030852,0.281841,0.264518,1.044824,1.042103,-0.004145,-0.003885,0.140141,0.166367,0.38676,0.409476,0.43176,0.452387,0.870224,0.866578,6.635598,4.923777,6.08308,0.00026,-0.026227,-0.022715,-0.022715,-0.002721,-0.260427,-0.017324,-6.146551,-0.020627,0.003646,2612824970247.88,0.141236,0.412266,0.889777,0.101253,0.136655,0.500684,0.520842,1.0,FAIL_GATE,beta/corr 감소 미달,annual return drag soft warning,DQ WARN non-blocking - EFA: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.84% -> 36.45% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 18.87% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 24.29% (기준 20.0% 초과),0.9,0.532551,0.511709,0.587345,0.55494,-0.020842,-0.032404,0.520842,0.020842,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,developed_ex_us|geopolitical_supply_chain|usd_exposure|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,EFA: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.729474,"핵심 취약점 직접 완화, factor 집중 완화, Stress 방어 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 24.2866, ""005930.KS"": 36.4473, ""035420.KS"": 18.8699, ""035720.KS"": 11.8906, ""EFA"": 5.93, ""__CASH__"": 2.5756}"
FXI,equity_etf,china_trade_fragmentation_shock,0.571834,FAIL,FAIL: beta/corr 감소 미달,9.296263,9.296263,230332.0,217092.012143,13239.987857,"{""FXI"": 4}",1,exact_single_asset,"{""FXI"": 9.29626252427244}",single candidate allocation,0.241037,0.230524,-0.46851,-0.451353,-0.03285,-0.031649,0.281841,0.265025,1.044824,1.019525,-0.004145,-0.003779,0.140141,0.17219,0.38676,0.434782,0.43176,0.471444,0.870224,0.863246,4.361531,3.661944,3.656191,0.000366,-0.03205,-0.048021,-0.03205,-0.025299,-2.421322,-0.016816,-5.966501,-0.039684,0.006978,1605805685417.5447,0.000196,0.298268,0.948264,0.01268,0.07973,0.307571,0.52771,1.0,FAIL_GATE,beta/corr 감소 미달,annual return drag soft warning,DQ WARN non-blocking - FXI: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.84% -> 36.45% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 18.87% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 24.29% (기준 20.0% 초과),0.9,0.532551,0.50484,0.587345,0.5435,-0.02771,-0.043845,0.52771,0.02771,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,china_equity|geopolitical_supply_chain|global_trade|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,FXI: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.715021,"핵심 취약점 직접 완화, factor 집중 완화, Stress 방어 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 24.2866, ""005930.KS"": 36.4473, ""035420.KS"": 18.8699, ""035720.KS"": 11.8906, ""FXI"": 8.0166, ""__CASH__"": 0.4889}"
ORCL,us_stock,,0.570089,FAIL,FAIL: 예산 부족 - ORCL 1주 매수 불가,9.296263,9.296263,230332.0,,,,1,exact_single_asset,"{""ORCL"": 9.29626252427244}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 예산 부족 - ORCL 1주 매수 불가,,,,0.0,집중위험 완화 중 - 005930.KS 39.84% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 0.00% (기준 20.0% 초과),1.0,,,,,,,,,,,,,,,,,,,,,,0.2,"DQ confidence, 핵심 취약점 직접 완화",{}
GOOGL,us_stock,,0.567777,FAIL,FAIL: 예산 부족 - GOOGL 1주 매수 불가,9.296263,9.296263,230332.0,,,,1,exact_single_asset,"{""GOOGL"": 9.29626252427244}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 예산 부족 - GOOGL 1주 매수 불가,,,,0.0,집중위험 완화 중 - 005930.KS 39.84% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 0.00% (기준 20.0% 초과),1.0,,,,,,,,,,,,,,,,,,,,,,0.2,"DQ confidence, 핵심 취약점 직접 완화",{}
AAPL,us_stock,,0.565556,FAIL,FAIL: 예산 부족 - AAPL 1주 매수 불가,9.296263,9.296263,230332.0,,,,1,exact_single_asset,"{""AAPL"": 9.29626252427244}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 예산 부족 - AAPL 1주 매수 불가,,,,0.0,집중위험 완화 중 - 005930.KS 39.84% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 0.00% (기준 20.0% 초과),1.0,,,,,,,,,,,,,,,,,,,,,,0.2,"DQ confidence, 핵심 취약점 직접 완화",{}
TSM,us_stock,metadata_direct_match,0.562801,FAIL,FAIL: 예산 부족 - TSM 1주 매수 불가,9.296263,9.296263,230332.0,,,,1,exact_single_asset,"{""TSM"": 9.29626252427244}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 예산 부족 - TSM 1주 매수 불가,,,,0.0,집중위험 완화 중 - 005930.KS 39.84% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 0.00% (기준 20.0% 초과),1.0,,,,,,,,,,,,,,,,,,,,,,0.2,"DQ confidence, 핵심 취약점 직접 완화",{}
MSFT,us_stock,,0.56103,FAIL,FAIL: 예산 부족 - MSFT 1주 매수 불가,9.296263,9.296263,230332.0,,,,1,exact_single_asset,"{""MSFT"": 9.29626252427244}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 예산 부족 - MSFT 1주 매수 불가,,,,0.0,집중위험 완화 중 - 005930.KS 39.84% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 0.00% (기준 20.0% 초과),1.0,,,,,,,,,,,,,,,,,,,,,,0.2,"DQ confidence, 핵심 취약점 직접 완화",{}
QCOM,us_stock,metadata_direct_match,0.557997,FAIL,FAIL: 예산 부족 - QCOM 1주 매수 불가,9.296263,9.296263,230332.0,,,,1,exact_single_asset,"{""QCOM"": 9.29626252427244}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 예산 부족 - QCOM 1주 매수 불가,,,,0.0,집중위험 완화 중 - 005930.KS 39.84% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 0.00% (기준 20.0% 초과),1.0,,,,,,,,,,,,,,,,,,,,,,0.2,"DQ confidence, 핵심 취약점 직접 완화",{}
AMZN,us_stock,,0.556456,FAIL,FAIL: 예산 부족 - AMZN 1주 매수 불가,9.296263,9.296263,230332.0,,,,1,exact_single_asset,"{""AMZN"": 9.29626252427244}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 예산 부족 - AMZN 1주 매수 불가,,,,0.0,집중위험 완화 중 - 005930.KS 39.84% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 0.00% (기준 20.0% 초과),1.0,,,,,,,,,,,,,,,,,,,,,,0.2,"DQ confidence, 핵심 취약점 직접 완화",{}
XLP,defensive,china_trade_fragmentation_shock,0.313104,PASS,PASS,9.296263,9.296263,230332.0,125530.22457,104801.77543,"{""XLP"": 1}",1,exact_single_asset,"{""XLP"": 9.29626252427244}",single candidate allocation,0.241037,0.221694,-0.46851,-0.436601,-0.03285,-0.030252,0.281841,0.265657,1.044824,1.062984,-0.004145,-0.003856,0.140141,0.150339,0.38676,0.38494,0.43176,0.426336,0.870224,0.867857,8.025076,6.810718,7.907916,0.000289,-0.010198,0.00182,0.00182,0.01816,1.738097,-0.016185,-5.742412,0.005424,0.002366,1684081186691.8875,0.247288,0.582737,0.905794,0.334074,0.189301,0.322581,0.51642,1.0,REFERENCE_ONLY,,annual return drag soft warning,DQ WARN non-blocking - XLP: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.84% -> 36.45% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 18.87% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 24.29% (기준 20.0% 초과),0.9,0.532551,0.51613,0.587345,0.560439,-0.01642,-0.026906,0.51642,0.01642,0.0,0.0,0.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,consumer_staples|defensive_equity|rate_shock_growth_duration|recession_liquidity_stress,N,N,N,C,scenario_vulnerability_reducer,hedge_candidate,XLP: 핵심 취약점 직접 완화 후보,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.348691,"factor 집중 완화, Stress 방어, Downside beta reduction / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 24.2866, ""005930.KS"": 36.4473, ""035420.KS"": 18.8699, ""035720.KS"": 11.8906, ""XLP"": 4.6355, ""__CASH__"": 3.8701}"
XLU,defensive,china_trade_fragmentation_shock,0.306917,FAIL,FAIL: beta/corr 감소 미달,9.296263,9.296263,230332.0,201699.091919,28632.908081,"{""XLU"": 3}",1,exact_single_asset,"{""XLU"": 9.29626252427244}",single candidate allocation,0.241037,0.223228,-0.46851,-0.435608,-0.03285,-0.030504,0.281841,0.270665,1.044824,1.078111,-0.004145,-0.00395,0.140141,0.158977,0.38676,0.406465,0.43176,0.448584,0.870224,0.867524,7.38856,7.022591,7.143222,0.000194,-0.018836,-0.019705,-0.018836,0.033287,3.185915,-0.011177,-3.96564,-0.016824,0.0027,1520237138107.1135,0.202847,0.601878,0.853668,0.138063,0.227441,0.291161,0.524336,1.0,FAIL_GATE,beta/corr 감소 미달,,DQ WARN non-blocking - XLU: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.84% -> 36.45% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 18.87% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 24.29% (기준 20.0% 초과),0.9,0.532551,0.508215,0.587345,0.546156,-0.024336,-0.041189,0.524336,0.024336,0.0,0.0,0.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,defensive_equity|low_beta|rate_shock_growth_duration|recession_liquidity_stress,N,N,N,C,scenario_vulnerability_reducer,hedge_candidate,XLU: 핵심 취약점 직접 완화 후보,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.338547,"factor 집중 완화, Stress 방어, MDD 개선 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 24.2866, ""005930.KS"": 36.4473, ""035420.KS"": 18.8699, ""035720.KS"": 11.8906, ""XLU"": 7.4482, ""__CASH__"": 1.0573}"
IAU,gold,china_trade_fragmentation_shock,0.109993,PASS,PASS,9.296263,9.296263,230332.0,128957.667668,101374.332332,"{""IAU"": 1}",1,exact_single_asset,"{""IAU"": 9.29626252427244}",single candidate allocation,0.241037,0.220957,-0.46851,-0.435904,-0.03285,-0.030118,0.281841,0.266972,1.044824,1.072479,-0.004145,-0.003814,0.140141,0.154343,0.38676,0.366441,0.43176,0.407692,0.870224,0.867306,8.330736,6.959345,8.316891,0.000331,-0.014203,0.020319,0.020319,0.027655,2.646864,-0.01487,-5.275896,0.024068,0.002918,1134612250694.8743,0.271055,0.596164,0.92895,0.509614,0.213241,0.217211,0.52585,1.0,REFERENCE_ONLY,,annual return drag soft warning; IAU: 범용 방어 benchmark입니다,DQ WARN non-blocking - IAU: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.84% -> 36.45% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 18.87% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 24.29% (기준 20.0% 초과),0.9,0.532551,0.506701,0.587345,0.558287,-0.02585,-0.029058,0.52585,0.02585,0.0,0.0,0.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,geopolitical_supply_chain|gold|inflation_energy_shock|precious_metal,Y,N,Y,D,scenario_vulnerability_reducer,benchmark_candidate,IAU: 범용 방어 benchmark입니다,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.35,"factor 집중 완화, Stress 방어, Downside beta reduction / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 24.2866, ""005930.KS"": 36.4473, ""035420.KS"": 18.8699, ""035720.KS"": 11.8906, ""IAU"": 4.7621, ""__CASH__"": 3.7435}"
GLD,gold,china_trade_fragmentation_shock,0.109669,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,9.296263,9.296263,230332.0,,,,1,exact_single_asset,"{""GLD"": 9.29626252427244}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 예산 부족 - GLD 1주 매수 불가,,,,0.0,집중위험 완화 중 - 005930.KS 39.84% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 0.00% (기준 20.0% 초과),1.0,,,,,,,,,,,,,,,,,,,,,,0.2,"DQ confidence, 핵심 취약점 직접 완화",{}
