candidate_source,candidate_name,recommendation_status,backtest_gate_status,formal_gate_blockers,formal_gate_blocker_count,target_evaluated_count,target_improved_count,target_worsened_count,target_insufficient_history_count,target_lags_cash_count,target_bootstrap_robust_count,target_bootstrap_count,target_bootstrap_min_p_improve,target_bootstrap_avg_p_improve,target_cash_bootstrap_robust_count,target_cash_bootstrap_count,target_cash_bootstrap_min_p_improve,target_cash_bootstrap_avg_p_improve,target_avg_cash_net_stress_delta,target_min_cash_net_stress_delta,target_avg_cash_net_mdd_delta,target_min_cash_net_mdd_delta,target_avg_cash_net_cvar_delta,target_min_cash_net_cvar_delta,target_max_turnover,combo_min_adv_60,liquidity_order_notional_krw,liquidity_adv_usage_pct,liquidity_capacity_status,formal_readiness_score,backtest_reason,reference_reason,gate_fail_reasons
one_to_one,FXY,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - FXY=30.0000%
one_to_one,GLD,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - GLD=30.0000%
one_to_one,GOOGL,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - GOOGL=30.0000%
one_to_one,IAU,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - IAU=30.0000%
one_to_one,INDA,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - INDA=30.0000%
one_to_one,MSFT,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - MSFT=30.0000%
one_to_one,NFLX,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - NFLX=30.0000%
one_to_one,ORCL,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - ORCL=30.0000%
one_to_one,PSQ,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - PSQ=30.0000%
one_to_one,QCOM,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - QCOM=30.0000%
one_to_one,SH,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - SH=30.0000%
one_to_one,SPLV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - SPLV=30.0000%
one_to_one,TSM,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - TSM=30.0000%
one_to_one,USMV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - USMV=30.0000%
one_to_one,VXUS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - VXUS=30.0000%
one_to_one,XLP,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - XLP=30.0000%
one_to_one,XLU,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - XLU=30.0000%
multi,153130.KS + SPLV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal|return_drag_reference,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,Stress 개선 미달
multi,153130.KS + SPLV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal|return_drag_reference,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,beta/corr 감소 미달
multi,BTAL + 153130.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal|return_drag_reference,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,Stress 개선 미달
multi,FXE + 153130.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal|return_drag_reference,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,Stress 개선 미달
multi,FXE + SPLV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal|return_drag_reference,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,36392128387.92442,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,beta/corr 감소 미달
multi,FXE + SPLV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal|return_drag_reference,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,36392128387.92442,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,beta/corr 감소 미달; downside beta 증가 하드 게이트
multi,FXF + 153130.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal|return_drag_reference,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,Stress 개선 미달
multi,FXF + SPLV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal|return_drag_reference,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,12866218139.350985,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,beta/corr 감소 미달
multi,FXF + SPLV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal|return_drag_reference,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,12866218139.350985,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,beta/corr 감소 미달
multi,FXY + 153130.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal|return_drag_reference,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,Stress 개선 미달
multi,FXY + BTAL,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal|return_drag_reference,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,16328772448.012259,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,Stress 개선 미달
multi,FXY + SPLV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal|return_drag_reference,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,16328772448.012259,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,beta/corr 감소 미달
one_to_one,153130.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal|return_drag_reference,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,Stress 개선 미달
one_to_one,BTAL,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal|return_drag_reference,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,17558403987.19082,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,Stress 개선 미달
