date,scenario_code,scenario_name,signal_name,signal_label,metric_type,ticker,reference_ticker,lookback_days,weight,direction,raw_value,normalized_value,aligned_value,unit_score,contribution
2021-09-26,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.015388,0.27985,-0.27985,0.430038,-0.020989
2021-09-27,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,-0.013752,-2.306831,-2.306831,0.0,-0.3
2021-09-27,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,-0.014039,-2.119164,-2.119164,0.0,-0.25
2021-09-27,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.019429,-1.882765,-1.882765,0.029309,-0.141207
2021-09-27,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.007634,0.119891,-0.119891,0.470027,-0.008992
2021-09-27,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.009824,-0.440981,0.440981,0.610245,0.033074
2021-09-28,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,-0.037858,-3.839331,-3.839331,0.0,-0.3
2021-09-28,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,-0.052572,-3.720504,-3.720504,0.0,-0.25
2021-09-28,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.037216,-2.671575,-2.671575,0.0,-0.15
2021-09-28,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.01125,0.474968,-0.474968,0.381258,-0.035623
2021-09-28,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.024585,1.48095,-1.48095,0.129763,-0.111071
2021-09-29,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,-0.034808,-3.2516,-3.2516,0.0,-0.3
2021-09-29,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,-0.053353,-3.3841,-3.3841,0.0,-0.25
2021-09-29,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.028935,-2.137131,-2.137131,0.0,-0.15
2021-09-29,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.018481,1.186828,-1.186828,0.203293,-0.089012
2021-09-29,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.027829,1.865605,-1.865605,0.033599,-0.13992
2021-09-30,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,-0.047112,-3.708798,-3.708798,0.0,-0.3
2021-09-30,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,-0.058393,-3.288659,-3.288659,0.0,-0.25
2021-09-30,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.030694,-2.130148,-2.130148,0.0,-0.15
2021-09-30,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.018921,1.209118,-1.209118,0.19772,-0.090684
2021-09-30,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.022979,1.193847,-1.193847,0.201538,-0.089539
2021-10-01,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,-0.038745,-2.90902,-2.90902,0.0,-0.3
2021-10-01,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,-0.052105,-2.810201,-2.810201,0.0,-0.25
2021-10-01,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.026785,-1.876137,-1.876137,0.030966,-0.14071
2021-10-01,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.01937,1.231672,-1.231672,0.192082,-0.092375
2021-10-03,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.021866,1.033319,-1.033319,0.24167,-0.077499
2021-10-04,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,-0.050911,-3.337759,-3.337759,0.0,-0.3
2021-10-04,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,-0.074846,-3.396624,-3.396624,0.0,-0.25
2021-10-04,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.020353,-1.540911,-1.540911,0.114772,-0.115568
2021-10-04,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.018197,1.094302,-1.094302,0.226425,-0.082073
2021-10-04,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.024439,1.343639,-1.343639,0.16409,-0.100773
2021-10-05,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,-0.037595,-2.446875,-2.446875,0.0,-0.3
2021-10-05,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,-0.063683,-2.7758,-2.7758,0.0,-0.25
2021-10-05,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.02156,-1.55551,-1.55551,0.111123,-0.116663
2021-10-05,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.015292,0.792748,-0.792748,0.301813,-0.059456
2021-10-05,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.022541,1.080072,-1.080072,0.229982,-0.081005
2021-10-06,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,-0.032416,-2.095914,-2.095914,0.0,-0.3
2021-10-06,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,-0.054392,-2.341007,-2.341007,0.0,-0.25
2021-10-06,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.022691,-1.566145,-1.566145,0.108464,-0.117461
2021-10-06,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.016473,0.89968,-0.89968,0.27508,-0.067476
2021-10-06,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.021338,0.913584,-0.913584,0.271604,-0.068519
2021-10-07,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,-0.019856,-1.460047,-1.460047,0.134988,-0.219007
2021-10-07,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,-0.042421,-1.896018,-1.896018,0.025996,-0.237002
2021-10-07,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.044474,-2.434823,-2.434823,0.0,-0.15
2021-10-07,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.018526,1.090417,-1.090417,0.227396,-0.081781
2021-10-07,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.018835,0.588188,-0.588188,0.352953,-0.044114
2021-10-08,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,-0.013868,-1.164245,-1.164245,0.208939,-0.174637
2021-10-08,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,-0.03991,-1.766887,-1.766887,0.058278,-0.220861
2021-10-08,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.042722,-2.254017,-2.254017,0.0,-0.15
2021-10-08,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.016083,0.834248,-0.834248,0.291438,-0.062569
2021-10-10,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.022405,1.033574,-1.033574,0.241607,-0.077518
2021-10-11,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,-0.023506,-1.571302,-1.571302,0.107175,-0.235695
2021-10-11,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,-0.046615,-1.905465,-1.905465,0.023634,-0.238183
2021-10-11,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.050907,-2.485537,-2.485537,0.0,-0.15
2021-10-11,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.018898,1.101842,-1.101842,0.224539,-0.082638
2021-10-11,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.021083,0.853173,-0.853173,0.286707,-0.063988
2021-10-12,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,-0.020625,-1.409546,-1.409546,0.147614,-0.211432
2021-10-12,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,-0.047232,-1.864971,-1.864971,0.033757,-0.233121
2021-10-12,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.04624,-2.195214,-2.195214,0.0,-0.15
2021-10-12,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.020104,1.204297,-1.204297,0.198926,-0.090322
2021-10-12,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.022284,0.995683,-0.995683,0.251079,-0.074676
2021-10-13,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,-0.025243,-1.582785,-1.582785,0.104304,-0.237418
2021-10-13,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,-0.046689,-1.79668,-1.79668,0.05083,-0.224585
2021-10-13,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.033573,-1.645607,-1.645607,0.088598,-0.123421
2021-10-13,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.016519,0.833542,-0.833542,0.291615,-0.062516
2021-10-13,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.018443,0.497969,-0.497969,0.375508,-0.037348
2021-10-14,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,-0.007274,-0.774201,-0.774201,0.30645,-0.11613
2021-10-14,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,-0.0298,-1.299684,-1.299684,0.175079,-0.162461
2021-10-14,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.025517,-1.311939,-1.311939,0.172015,-0.098395
2021-10-14,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.012034,0.383817,-0.383817,0.404046,-0.028786
2021-10-14,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.006565,-1.014021,1.014021,0.753505,0.076052
2021-10-15,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,0.010127,-0.015688,-0.015688,0.496078,-0.002353
2021-10-15,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,-0.011986,-0.8063,-0.8063,0.298425,-0.100788
2021-10-15,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.026519,-1.325779,-1.325779,0.168555,-0.099433
2021-10-15,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.007194,-0.097046,0.097046,0.524262,0.007278
2021-10-17,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.000576,-1.761942,1.761942,0.940486,0.132146
2021-10-18,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,0.030297,0.860141,0.860141,0.715035,0.129021
2021-10-18,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,0.019005,0.02374,0.02374,0.505935,0.002967
2021-10-18,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.033936,-1.571684,-1.571684,0.107079,-0.117876
2021-10-18,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.007191,-0.096727,0.096727,0.524182,0.007255
2021-10-18,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,-0.000539,-1.859012,1.859012,0.964753,0.139426
2021-10-19,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,0.039227,1.23923,1.23923,0.809807,0.185884
2021-10-19,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,0.025454,0.195677,0.195677,0.548919,0.02446
2021-10-19,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.046442,-1.987322,-1.987322,0.00317,-0.149049
2021-10-19,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.005598,-0.255556,0.255556,0.563889,0.019167
2021-10-19,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,-0.006146,-2.503712,2.503712,1.0,0.15
2021-10-20,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,0.03323,0.960011,0.960011,0.740003,0.144002
2021-10-20,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,0.014639,-0.095897,-0.095897,0.476026,-0.011987
2021-10-20,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.058494,-2.35343,-2.35343,0.0,-0.15
2021-10-20,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.001196,-0.696861,0.696861,0.674215,0.052265
2021-10-20,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,-0.005453,-2.318009,2.318009,1.0,0.15
2021-10-21,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,0.023489,0.526322,0.526322,0.631581,0.078948
2021-10-21,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,0.011502,-0.180041,-0.180041,0.45499,-0.022505
2021-10-21,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.037874,-1.554778,-1.554778,0.111306,-0.116608
2021-10-21,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.007606,-0.043411,0.043411,0.510853,0.003256
2021-10-21,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,0.001575,-1.412673,1.412673,0.853168,0.10595
2021-10-22,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,0.020747,0.402841,0.402841,0.60071,0.060426
2021-10-22,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,0.002063,-0.435401,-0.435401,0.39115,-0.054425
2021-10-22,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.017678,-0.835222,-0.835222,0.291194,-0.062642
2021-10-22,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.002795,-0.531932,0.531932,0.632983,0.039895
2021-10-24,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,-0.002256,-1.834356,1.834356,0.958589,0.137577
2021-10-25,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,0.029166,0.768736,0.768736,0.692184,0.11531
2021-10-25,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,0.020467,0.07019,0.07019,0.517548,0.008774
2021-10-25,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,-0.015558,-0.754491,-0.754491,0.311377,-0.056587
2021-10-25,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.00319,-0.487564,0.487564,0.621891,0.036567
2021-10-25,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,-0.008411,-2.496657,2.496657,1.0,0.15
2021-10-26,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,0.051277,1.732263,1.732263,0.933066,0.259839
2021-10-26,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,0.053492,0.976897,0.976897,0.744224,0.122112
2021-10-26,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,0.008289,0.06843,0.06843,0.517107,0.005132
2021-10-26,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,0.001589,-0.648113,0.648113,0.662028,0.048609
2021-10-26,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,-0.01648,-3.299781,3.299781,1.0,0.15
2021-10-27,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,0.044861,1.414197,1.414197,0.853549,0.21213
2021-10-27,soft_landing_goldilocks,Soft Landing / Goldilocks,qqq_ret_20d,QQQ 20d return,ret_z,QQQ,,20,0.25,positive,0.057671,1.080692,1.080692,0.770173,0.135087
2021-10-27,soft_landing_goldilocks,Soft Landing / Goldilocks,tlt_ret_20d,TLT 20d return,ret_z,TLT,,20,0.15,positive,0.024855,0.638253,0.638253,0.659563,0.047869
2021-10-27,soft_landing_goldilocks,Soft Landing / Goldilocks,uup_ret_20d,UUP 20d return,ret_z,UUP,,20,0.15,negative,-0.005917,-1.414792,1.414792,0.853698,0.106109
2021-10-27,soft_landing_goldilocks,Soft Landing / Goldilocks,usdkrw_ret_20d,USD/KRW 20d return,ret_z,KRW=X,,20,0.15,negative,-0.012851,-2.713096,2.713096,1.0,0.15
2021-10-28,soft_landing_goldilocks,Soft Landing / Goldilocks,spy_ret_20d,SPY 20d return,ret_z,SPY,,20,0.3,positive,0.067996,2.388503,2.388503,1.0,0.3
