date,factor_code,factor_name,factor_group,factor_polarity,factor_score,coverage_ratio,breadth_score,confidence,factor_state,interpretation
2022-03-22,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,62.260825,0.65,0.387746,41.122106,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-03-23,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,63.220207,0.65,0.460738,43.968799,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-03-24,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,61.804825,0.65,0.433815,42.918795,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-03-25,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,51.36286,0.65,0.415026,42.186027,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-03-28,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,58.778046,0.65,0.446518,43.414208,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-03-29,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,76.309053,0.65,0.526181,46.521062,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-03-30,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,64.430141,0.65,0.385104,41.019048,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-03-31,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,60.492412,0.65,0.321158,38.525152,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-01,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,68.328192,0.65,0.366564,40.29599,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-04,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,86.97589,0.65,0.739518,54.841194,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-05,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,79.584682,0.65,0.618398,50.117504,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-06,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,57.68713,0.65,0.394942,41.402724,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-07,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,64.963197,0.65,0.388985,41.1704,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-08,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,68.8361,0.65,0.425874,42.609073,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-11,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,64.472177,0.65,0.476733,44.592603,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-12,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,55.324372,0.65,0.287762,37.222723,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-13,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,50.632114,0.65,0.143787,31.607699,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-14,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,34.553328,0.65,0.308933,38.048404,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-18,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,28.949077,0.65,0.421018,42.41972,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-19,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,40.757133,0.65,0.184857,33.209437,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-20,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,35.15355,0.65,0.308173,38.018754,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-21,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,29.592322,0.65,0.408154,41.917989,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-22,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,6.04127,0.65,0.879175,60.287809,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-25,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,16.394778,0.65,0.672104,52.212073,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-26,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,1.95657,0.65,0.960869,63.473875,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-27,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,0.0,0.65,1.0,65.0,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-28,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,1.709396,0.65,0.965812,63.666671,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-04-29,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,0.0,0.65,1.0,65.0,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-02,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,0.0,0.65,1.0,65.0,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-03,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,1.831183,0.65,0.963376,63.571677,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-04,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,19.033436,0.65,0.619331,50.15392,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-05,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,1.450079,0.65,0.970998,63.868938,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-06,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,0.964239,0.65,0.980715,64.247894,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-09,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,0.0,0.65,1.0,65.0,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-10,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,3.088781,0.65,0.938224,62.59075,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-11,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,0.0,0.65,1.0,65.0,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-12,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,0.0,0.65,1.0,65.0,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-13,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,5.322187,0.65,0.893556,60.848694,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-16,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,5.670518,0.65,0.88659,60.576996,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-17,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,8.210958,0.65,0.835781,58.595452,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-18,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,0.921602,0.65,0.981568,64.281151,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-19,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,2.782553,0.65,0.944349,62.829609,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-20,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,7.624744,0.65,0.847505,59.0527,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-23,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,9.665008,0.65,0.8067,57.461294,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-24,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,18.081824,0.65,0.638364,50.896177,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-25,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,29.015003,0.65,0.454391,43.721268,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-26,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,31.723063,0.65,0.524623,46.460314,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-27,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,58.17491,0.65,0.364727,40.224357,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-05-31,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,51.163979,0.65,0.322642,38.583033,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-01,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,45.439777,0.65,0.299647,37.686242,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-02,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,41.889144,0.65,0.280549,36.94141,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-03,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,51.267299,0.65,0.249949,35.748011,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-06,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,53.15275,0.65,0.209823,34.183083,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-07,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,71.017038,0.65,0.520384,46.29497,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-08,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,61.401833,0.65,0.324402,38.651697,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-09,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,57.153151,0.65,0.330736,38.898694,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-10,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,41.157383,0.65,0.176852,32.897242,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-13,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,8.511127,0.65,0.829777,58.361321,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-14,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,10.176239,0.65,0.796475,57.062534,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-15,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,19.879321,0.65,0.602414,49.49413,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-16,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,15.805498,0.65,0.68389,52.671711,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-17,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,19.412813,0.65,0.611744,49.858006,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-21,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,27.004752,0.65,0.459905,43.936293,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-22,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,22.065456,0.65,0.558691,47.788944,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-23,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,28.583671,0.65,0.438267,43.092423,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-24,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,33.471918,0.65,0.412297,42.079567,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-27,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,26.730319,0.65,0.465394,44.150351,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-28,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,12.679184,0.65,0.746416,55.110236,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-29,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,14.178981,0.65,0.71642,53.940395,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-06-30,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,13.383696,0.65,0.732326,54.560717,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-01,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,12.729042,0.65,0.745419,55.071348,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-05,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,18.571782,0.65,0.628564,50.51401,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-06,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,19.907481,0.65,0.60185,49.472165,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-07,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,24.716388,0.65,0.505672,45.721217,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-08,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,31.691799,0.65,0.366164,40.280397,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-11,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,33.472294,0.65,0.330554,38.891611,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-12,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,44.725125,0.65,0.166891,32.508733,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-13,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,65.756273,0.65,0.486686,44.980749,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-14,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,63.71807,0.65,0.42656,42.635836,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-15,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,64.136927,0.65,0.340812,39.291657,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-18,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,72.621822,0.65,0.555239,47.654303,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-19,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,82.65216,0.65,0.720485,54.098904,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-20,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,78.972353,0.65,0.619963,50.178548,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-21,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,83.409901,0.65,0.675008,52.325305,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-22,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,76.845475,0.65,0.539407,47.036888,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-25,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,67.493269,0.65,0.365662,40.260827,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-26,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,63.227568,0.65,0.33672,39.132083,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-27,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,80.198871,0.65,0.612377,49.88269,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-07-28,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,84.317159,0.65,0.686343,52.767384,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
