date,factor_code,factor_name,factor_group,factor_polarity,factor_score,coverage_ratio,breadth_score,confidence,factor_state,interpretation
2022-09-20,credit_stress,Credit Stress,credit,risk,67.785634,1.0,0.355713,61.342761,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-09-21,credit_stress,Credit Stress,credit,risk,70.460786,1.0,0.409216,64.552943,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-09-22,credit_stress,Credit Stress,credit,risk,76.025255,1.0,0.520505,71.230306,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-09-23,credit_stress,Credit Stress,credit,risk,92.758387,1.0,0.855168,91.310064,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-09-26,credit_stress,Credit Stress,credit,risk,93.107032,1.0,0.862141,91.728438,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-09-27,credit_stress,Credit Stress,credit,risk,92.44214,1.0,0.848843,90.930568,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-09-28,credit_stress,Credit Stress,credit,risk,76.030027,1.0,0.520601,71.236033,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-09-29,credit_stress,Credit Stress,credit,risk,78.545831,1.0,0.570917,74.254997,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-09-30,credit_stress,Credit Stress,credit,risk,81.056862,1.0,0.621137,77.268234,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-03,credit_stress,Credit Stress,credit,risk,68.053745,1.0,0.361075,61.664494,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-04,credit_stress,Credit Stress,credit,risk,50.436304,1.0,0.212336,52.740186,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-05,credit_stress,Credit Stress,credit,risk,64.043853,1.0,0.280877,56.852623,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-06,credit_stress,Credit Stress,credit,risk,69.804578,1.0,0.396092,63.765493,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-07,credit_stress,Credit Stress,credit,risk,81.724223,1.0,0.634484,78.069068,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-10,credit_stress,Credit Stress,credit,risk,91.900399,1.0,0.838008,90.280479,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-11,credit_stress,Credit Stress,credit,risk,79.104796,1.0,0.582096,74.925755,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-12,credit_stress,Credit Stress,credit,risk,80.540626,1.0,0.610813,76.648751,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-13,credit_stress,Credit Stress,credit,risk,72.31252,1.0,0.44625,66.775024,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-14,credit_stress,Credit Stress,credit,risk,77.044051,1.0,0.540881,72.452861,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-17,credit_stress,Credit Stress,credit,risk,71.672832,1.0,0.433457,66.007399,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-18,credit_stress,Credit Stress,credit,risk,58.251378,1.0,0.282921,56.975241,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-19,credit_stress,Credit Stress,credit,risk,65.609642,1.0,0.319681,59.180841,ELEVATED,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-20,credit_stress,Credit Stress,credit,risk,63.468799,1.0,0.274248,56.454892,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-21,credit_stress,Credit Stress,credit,risk,50.846224,1.0,0.446877,66.812633,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-24,credit_stress,Credit Stress,credit,risk,40.884098,1.0,0.498273,69.89635,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-25,credit_stress,Credit Stress,credit,risk,26.926061,1.0,0.601222,76.073293,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-26,credit_stress,Credit Stress,credit,risk,36.737764,1.0,0.357856,61.47139,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-27,credit_stress,Credit Stress,credit,risk,25.866452,1.0,0.57718,74.63079,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-28,credit_stress,Credit Stress,credit,risk,19.346767,1.0,0.639979,78.398748,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-10-31,credit_stress,Credit Stress,credit,risk,36.602947,1.0,0.362731,61.763887,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-01,credit_stress,Credit Stress,credit,risk,43.712484,1.0,0.192238,51.534254,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-02,credit_stress,Credit Stress,credit,risk,45.927815,1.0,0.122746,47.364756,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-03,credit_stress,Credit Stress,credit,risk,47.565921,1.0,0.075688,44.541301,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-04,credit_stress,Credit Stress,credit,risk,34.533639,1.0,0.309327,58.559633,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-07,credit_stress,Credit Stress,credit,risk,26.489243,1.0,0.470215,68.212908,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-08,credit_stress,Credit Stress,credit,risk,28.562417,1.0,0.437096,66.225768,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-09,credit_stress,Credit Stress,credit,risk,36.792925,1.0,0.29468,57.68079,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-10,credit_stress,Credit Stress,credit,risk,13.49319,1.0,0.730136,83.808173,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-11,credit_stress,Credit Stress,credit,risk,8.689284,1.0,0.826214,89.572859,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-14,credit_stress,Credit Stress,credit,risk,20.137175,1.0,0.597257,75.83539,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-15,credit_stress,Credit Stress,credit,risk,20.271777,1.0,0.594564,75.673867,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-16,credit_stress,Credit Stress,credit,risk,16.402122,1.0,0.671958,80.317453,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-17,credit_stress,Credit Stress,credit,risk,15.617162,1.0,0.687657,81.259405,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-18,credit_stress,Credit Stress,credit,risk,17.780106,1.0,0.644398,78.663873,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-21,credit_stress,Credit Stress,credit,risk,17.554807,1.0,0.648904,78.934232,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-22,credit_stress,Credit Stress,credit,risk,17.549972,1.0,0.649001,78.940033,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-23,credit_stress,Credit Stress,credit,risk,15.076941,1.0,0.698461,81.90767,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-25,credit_stress,Credit Stress,credit,risk,19.632471,1.0,0.607351,76.441034,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-28,credit_stress,Credit Stress,credit,risk,31.209155,1.0,0.375817,62.549014,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-29,credit_stress,Credit Stress,credit,risk,21.391938,1.0,0.572161,74.329675,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-11-30,credit_stress,Credit Stress,credit,risk,16.37683,1.0,0.672463,80.347804,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-01,credit_stress,Credit Stress,credit,risk,9.726868,1.0,0.805463,88.327758,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-02,credit_stress,Credit Stress,credit,risk,6.19442,1.0,0.876112,92.566696,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-05,credit_stress,Credit Stress,credit,risk,15.876735,1.0,0.682465,80.947918,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-06,credit_stress,Credit Stress,credit,risk,19.861855,1.0,0.602763,76.165774,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-07,credit_stress,Credit Stress,credit,risk,17.567459,1.0,0.648651,78.919049,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-08,credit_stress,Credit Stress,credit,risk,10.116315,1.0,0.797674,87.860422,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-09,credit_stress,Credit Stress,credit,risk,26.430522,1.0,0.47139,68.283374,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-12,credit_stress,Credit Stress,credit,risk,29.497509,1.0,0.41005,64.60299,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-13,credit_stress,Credit Stress,credit,risk,16.422049,1.0,0.671559,80.293541,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-14,credit_stress,Credit Stress,credit,risk,24.282,1.0,0.51436,70.861599,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-15,credit_stress,Credit Stress,credit,risk,28.520333,1.0,0.429593,65.7756,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-16,credit_stress,Credit Stress,credit,risk,29.156389,1.0,0.416872,65.012333,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-19,credit_stress,Credit Stress,credit,risk,34.294683,1.0,0.314106,58.84638,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-20,credit_stress,Credit Stress,credit,risk,36.171551,1.0,0.276569,56.594139,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-21,credit_stress,Credit Stress,credit,risk,34.408554,1.0,0.311829,58.709735,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-22,credit_stress,Credit Stress,credit,risk,43.711104,1.0,0.184488,51.069262,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-23,credit_stress,Credit Stress,credit,risk,40.738178,1.0,0.194969,51.698163,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-27,credit_stress,Credit Stress,credit,risk,42.074791,1.0,0.158504,49.510251,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-28,credit_stress,Credit Stress,credit,risk,50.861744,1.0,0.23618,54.170777,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-29,credit_stress,Credit Stress,credit,risk,51.253562,1.0,0.243886,54.633176,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2022-12-30,credit_stress,Credit Stress,credit,risk,55.168662,1.0,0.28642,57.185194,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-03,credit_stress,Credit Stress,credit,risk,55.311705,1.0,0.233143,53.988609,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-04,credit_stress,Credit Stress,credit,risk,42.196409,1.0,0.156072,49.364309,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-05,credit_stress,Credit Stress,credit,risk,41.935322,1.0,0.173668,50.420059,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-06,credit_stress,Credit Stress,credit,risk,35.533537,1.0,0.289329,57.359755,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-09,credit_stress,Credit Stress,credit,risk,34.444097,1.0,0.311118,58.667083,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-10,credit_stress,Credit Stress,credit,risk,32.576309,1.0,0.348474,60.908429,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-11,credit_stress,Credit Stress,credit,risk,30.510793,1.0,0.389784,63.387049,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-12,credit_stress,Credit Stress,credit,risk,29.487848,1.0,0.410243,64.614583,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-13,credit_stress,Credit Stress,credit,risk,26.450504,1.0,0.47099,68.259395,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-17,credit_stress,Credit Stress,credit,risk,28.423738,1.0,0.431525,65.891515,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-18,credit_stress,Credit Stress,credit,risk,23.96149,1.0,0.52077,71.246212,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-19,credit_stress,Credit Stress,credit,risk,23.475377,1.0,0.530492,71.829547,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-20,credit_stress,Credit Stress,credit,risk,19.193731,1.0,0.616125,76.967523,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-23,credit_stress,Credit Stress,credit,risk,24.863688,1.0,0.502726,70.163575,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-24,credit_stress,Credit Stress,credit,risk,20.19471,1.0,0.596106,75.766349,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-25,credit_stress,Credit Stress,credit,risk,21.243783,1.0,0.575124,74.507461,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-26,credit_stress,Credit Stress,credit,risk,12.615942,1.0,0.747681,84.860869,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-27,credit_stress,Credit Stress,credit,risk,7.407673,1.0,0.851847,91.110792,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-30,credit_stress,Credit Stress,credit,risk,20.15286,1.0,0.596943,75.816568,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-01-31,credit_stress,Credit Stress,credit,risk,14.672659,1.0,0.706547,82.392809,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-01,credit_stress,Credit Stress,credit,risk,8.58675,1.0,0.828265,89.6959,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-02,credit_stress,Credit Stress,credit,risk,13.661966,1.0,0.726761,83.605641,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-03,credit_stress,Credit Stress,credit,risk,18.964854,1.0,0.620703,77.242175,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-06,credit_stress,Credit Stress,credit,risk,32.901821,1.0,0.341964,60.517814,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-07,credit_stress,Credit Stress,credit,risk,33.238363,1.0,0.335233,60.113965,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-08,credit_stress,Credit Stress,credit,risk,35.476538,1.0,0.290469,57.428155,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-09,credit_stress,Credit Stress,credit,risk,45.436435,1.0,0.132985,47.979129,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-10,credit_stress,Credit Stress,credit,risk,53.8533,1.0,0.297706,57.862377,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-13,credit_stress,Credit Stress,credit,risk,51.777413,1.0,0.265269,55.916151,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-14,credit_stress,Credit Stress,credit,risk,47.70813,1.0,0.249037,54.942215,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-15,credit_stress,Credit Stress,credit,risk,50.393812,1.0,0.331516,59.890951,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-16,credit_stress,Credit Stress,credit,risk,54.803804,1.0,0.327215,59.632872,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-17,credit_stress,Credit Stress,credit,risk,52.715542,1.0,0.290726,57.443588,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-21,credit_stress,Credit Stress,credit,risk,64.771552,1.0,0.399911,63.994661,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-22,credit_stress,Credit Stress,credit,risk,61.83435,1.0,0.366827,62.009644,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-23,credit_stress,Credit Stress,credit,risk,54.743312,1.0,0.276681,56.60089,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-24,credit_stress,Credit Stress,credit,risk,60.184489,1.0,0.359801,61.588085,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-27,credit_stress,Credit Stress,credit,risk,54.566217,1.0,0.279186,56.751168,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-02-28,credit_stress,Credit Stress,credit,risk,52.098035,1.0,0.239833,54.389981,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-01,credit_stress,Credit Stress,credit,risk,58.229813,1.0,0.366481,61.988859,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-02,credit_stress,Credit Stress,credit,risk,62.482635,1.0,0.495452,69.727131,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-03,credit_stress,Credit Stress,credit,risk,57.650623,1.0,0.448176,66.890574,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-06,credit_stress,Credit Stress,credit,risk,52.272848,1.0,0.332655,59.95928,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-07,credit_stress,Credit Stress,credit,risk,53.159204,1.0,0.30284,58.170376,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-08,credit_stress,Credit Stress,credit,risk,55.97098,1.0,0.379634,62.778051,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-09,credit_stress,Credit Stress,credit,risk,61.642658,1.0,0.329203,59.752192,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-10,credit_stress,Credit Stress,credit,risk,58.940677,1.0,0.178814,50.728813,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-13,credit_stress,Credit Stress,credit,risk,61.074296,1.0,0.248843,54.930601,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-14,credit_stress,Credit Stress,credit,risk,55.779911,1.0,0.156018,49.361104,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-15,credit_stress,Credit Stress,credit,risk,60.219979,1.0,0.265687,55.941197,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-16,credit_stress,Credit Stress,credit,risk,51.34977,1.0,0.176698,50.60186,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-17,credit_stress,Credit Stress,credit,risk,52.423961,1.0,0.210952,52.65712,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-20,credit_stress,Credit Stress,credit,risk,54.568426,1.0,0.22289,53.373396,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-21,credit_stress,Credit Stress,credit,risk,35.077518,1.0,0.29845,57.906978,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-22,credit_stress,Credit Stress,credit,risk,39.308513,1.0,0.271781,56.306864,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-23,credit_stress,Credit Stress,credit,risk,47.673558,1.0,0.270472,56.228294,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-24,credit_stress,Credit Stress,credit,risk,43.528543,1.0,0.32034,59.22039,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-27,credit_stress,Credit Stress,credit,risk,47.397084,1.0,0.346471,60.788268,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-28,credit_stress,Credit Stress,credit,risk,46.179261,1.0,0.336918,60.215092,NEUTRAL,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-29,credit_stress,Credit Stress,credit,risk,36.508452,1.0,0.3482,60.892006,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-30,credit_stress,Credit Stress,credit,risk,34.093413,1.0,0.351015,61.060915,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-03-31,credit_stress,Credit Stress,credit,risk,34.020393,1.0,0.352211,61.132656,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-03,credit_stress,Credit Stress,credit,risk,33.173549,1.0,0.391708,63.502509,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-04,credit_stress,Credit Stress,credit,risk,32.139816,1.0,0.414444,64.866624,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-05,credit_stress,Credit Stress,credit,risk,32.331647,1.0,0.435135,66.10808,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-06,credit_stress,Credit Stress,credit,risk,25.918484,1.0,0.48163,68.89782,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-10,credit_stress,Credit Stress,credit,risk,28.346551,1.0,0.433069,65.984139,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-11,credit_stress,Credit Stress,credit,risk,22.839117,1.0,0.543218,72.59306,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-12,credit_stress,Credit Stress,credit,risk,27.556281,1.0,0.448874,66.932463,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-13,credit_stress,Credit Stress,credit,risk,21.378057,1.0,0.572439,74.346331,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-14,credit_stress,Credit Stress,credit,risk,25.419703,1.0,0.491606,69.496357,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-17,credit_stress,Credit Stress,credit,risk,24.24572,1.0,0.515086,70.905136,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-18,credit_stress,Credit Stress,credit,risk,21.859164,1.0,0.562817,73.769003,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-19,credit_stress,Credit Stress,credit,risk,31.002197,1.0,0.379956,62.797364,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-20,credit_stress,Credit Stress,credit,risk,32.735514,1.0,0.34529,60.717383,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-21,credit_stress,Credit Stress,credit,risk,28.676552,1.0,0.426469,65.588138,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-24,credit_stress,Credit Stress,credit,risk,26.609157,1.0,0.467817,68.069011,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-25,credit_stress,Credit Stress,credit,risk,27.655146,1.0,0.446897,66.813825,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-26,credit_stress,Credit Stress,credit,risk,29.93668,1.0,0.401266,64.075984,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-27,credit_stress,Credit Stress,credit,risk,33.356165,1.0,0.332877,59.972602,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-04-28,credit_stress,Credit Stress,credit,risk,31.99599,1.0,0.36008,61.604812,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
2023-05-01,credit_stress,Credit Stress,credit,risk,43.13234,1.0,0.225216,53.512981,LOW,하이일드·투자등급 신용자산과 변동성으로 스트레스 확산 여부를 봅니다.
